region_code,sgg_name,sido,RAI,Econ,Demo,Infra,Serv,net_rate,Rank
41290,과천시,경기도,-0.014390724971448974,-0.20821569936707784,0.12404383415950467,0.2766015865923446,-0.4511659767141662,31.87063692206077,103
51150,강릉시,강원특별자치도,-0.03003377848644739,-0.2881265776071024,-0.06390848467894149,-0.15149581399335876,0.40187105617657676,0.8581574884462941,104
43130,충주시,충청북도,-0.03384607686843805,-0.10322751904107785,-0.037550054026455094,-0.009905543157536027,-0.012022332169437381,3.3610015657181624,105
27170,서구,대구광역시,-0.03544469717474248,-0.728410392186932,0.08568311845850776,-0.3353576665625124,0.8759186561027287,-19.33652555601194,106
44150,공주시,충청남도,-0.04446426129180825,-0.37056828631092553,-0.17748221946610393,-0.12238087855457419,0.4705078534805439,-2.6078722029959374,107
26260,동래구,부산광역시,-0.057461614384906136,-0.21621710870191418,0.6955636903387384,-0.07605813718430807,-0.6356030081211339,2.8210168593143696,108
44250,계룡시,충청남도,-0.06618212870365407,-0.805701857929131,-0.055881293258174126,0.4823401651609498,-0.343542675513413,10.29321096898409,109
31140,남구,울산광역시,-0.06778481210496312,-0.3393479102440383,0.30850097820582717,0.04294563971497161,-0.3906804529143063,-14.660431931651303,110
41830,양평군,경기도,-0.07226312508652917,-0.4714773450300784,-0.2577689314090462,0.33147505763735147,-0.20472397065688705,21.461208092463554,111
47850,칠곡군,경상북도,-0.07249561670825323,-0.11504764065911033,-0.03648105832244894,-0.18647514842446958,0.10586759213472628,-14.781413438012587,112
43745,증평군,충청북도,-0.07437924688881553,-0.3776583019339877,0.03482473782181482,0.19810865529639918,-0.36538761152011645,0.3597305738368357,113
48170,진주시,경상남도,-0.07685597341917541,-0.04807641955260003,0.04461852960341811,-0.32107311368711056,0.16547481128969815,-1.3972682871913944,114
51720,홍천군,강원특별자치도,-0.08119546898804561,-0.12834334190524946,-0.2557320634822438,0.02837382462355369,-0.045158048132213184,0.9238752394974005,115
44800,홍성군,충청남도,-0.08285055024218206,-0.23628765477187708,-0.16232691778352998,0.07188221711667231,-0.12508053069449215,3.9460283031714005,116
51810,인제군,강원특별자치도,-0.0834377862570991,-0.11268589886506529,0.03815884159912935,-0.0157711822914451,-0.2850342608055571,-3.2138667280827806,117
51210,속초시,강원특별자치도,-0.0863119500546192,-0.35445559658371933,-0.028663595542288117,0.14559569238309902,-0.2914487571419539,2.38478362841866,118
26710,기장군,부산광역시,-0.08656201093479368,-0.031992852192844146,-0.02259965750413918,-0.04778505409269986,-0.2539340472169205,12.23940099025564,119
48310,거제시,경상남도,-0.0977985195528496,-0.13791902020375413,-0.10385466313561753,-0.06944249029509053,-0.10418167001243397,-13.37086923577794,120
43150,제천시,충청북도,-0.09925950953070026,-0.37830518087620124,-0.09933818567302537,0.1138161091319166,-0.2096388290522116,-2.64935150849658,121
29155,남구,광주광역시,-0.09943998710885342,-0.3393479102440383,0.2261383976400497,-0.031024194831002147,-0.3317623503193643,-4.912756808116111,122
26470,연제구,부산광역시,-0.10131280913468754,-0.2938266414832748,0.7610941807572643,-0.12693678824048898,-0.7480153769015573,5.1436749459899405,123
46230,광양시,전라남도,-0.11302451188922737,0.13967603669784837,0.015290048225203669,-0.2937292914909218,-0.1575482801983305,-1.7963333655481302,124
52130,군산시,전북특별자치도,-0.11558280806040627,-0.4039293762276309,-0.031512002370645886,-0.09305858141795324,-0.0009348357979540659,-5.74623393851857,125
26500,수영구,부산광역시,-0.1202764102562087,-0.38726717231419594,0.817228995026553,-0.20653782607448284,-0.6849671943333551,-2.63507353319234,126
26290,남구,부산광역시,-0.1351824548086905,-0.3393479102440383,0.26984703351267725,-0.09569634429486973,-0.42835293423863724,-8.049521491725612,127
26530,사상구,부산광역시,-0.13832965072471004,-0.10065949132422751,0.29930345922049606,-0.23067221428634027,-0.4507017673768387,-16.56899265815498,128
26320,북구,부산광역시,-0.1399909907471471,-0.5318462523834598,0.1398710378058597,0.0040656820767405455,-0.32430907551781535,-16.91380915861333,129
44180,보령시,충청남도,-0.14208197643335047,-0.2792252551196968,-0.24228054494475057,-0.10757067484358589,0.011884468003161158,-5.573469899726056,130
31200,북구,울산광역시,-0.1423447968411799,-0.5318462523834598,-0.14221555467552865,0.15781535594801777,-0.30096191930081323,8.559029612256829,131
44790,청양군,충청남도,-0.14577122492771086,0.12756424467608063,-0.5112896694432224,-0.4311137178066544,0.43981292526779353,0.8520258117019214,132
52710,완주군,전북특별자치도,-0.1586225099567602,-0.28577885209451415,-0.13691770110791762,-0.46990596857348993,0.41214669283234734,9.01819282109876,133
29110,동구,광주광역시,-0.15899032553555878,-0.49293478380770994,0.14191882915862444,-0.12799016728591664,-0.23266891022581027,16.424312264950984,134
46830,영암군,전라남도,-0.16134660792694372,-0.20238726447382321,-0.2684902542779031,-0.640752668923354,0.7303099118815922,-5.944819313975046,135
47130,경주시,경상북도,-0.1656664210896566,-0.017308533970268526,-0.12630911653821258,-0.4298416724062766,0.09195282884018308,-2.2716169590010473,136
26380,사하구,부산광역시,-0.16666816218634173,-0.2695740838437403,0.3242058421382043,-0.22998818104338073,-0.4634862852681068,-13.551219112168802,137
