year,moran_I,E_I
2018,0.19286998944482223,-0.003246753246753247
2019,0.37400116035682046,-0.003246753246753247
2020,0.26369663269658383,-0.003246753246753247
2021,0.18902007292869324,-0.003246753246753247
2022,0.32525204027516985,-0.003246753246753247
2023,0.3277595764498495,-0.003246753246753247
2024,0.24063972948418888,-0.003246753246753247
